"","idcode","industry","occupation","union","wage","hours","ttl_exp","tenure","age","gender","race","married","yearsofschooling","collgrad","south","smsa","c_city"
"1079",2523,"Finance/Ins/Real Estate","Professional/technical","nonunion",6.038648,40,15.0641,2.416667,35,"male","black","married",16,"college grad",1,"SMSA",0
"1080",2526,"Professional Services","Other","union",10.22544,40,15.83333,15.83333,38,"female","black","single",18,"college grad",1,"SMSA",1
"1081",2528,"Business/Repair Svc","Sales","nonunion",4.289296,40,12.42308,2,41,"female","black","single",15,"not college grad",1,"SMSA",1
"1082",2529,"Wholesale/Retail Trade","Clerical/unskilled","nonunion",4.180602,60,12.84615,1.416667,38,"female","white","married",11,"not college grad",1,"SMSA",0
"1083",2532,"Finance/Ins/Real Estate","Sales","nonunion",6.229095,35,11.88461,0.5833333,35,"male","white","married",8,"not college grad",1,"SMSA",0
"1084",2535,"Business/Repair Svc","Managers/admin","nonunion",3.718949,50,10.48077,3.333333,35,"male","white","single",12,"not college grad",1,"SMSA",1
"1085",2537,"Finance/Ins/Real Estate","Sales","nonunion",4.827484,40,16.75641,2.416667,36,"female","white","married",12,"not college grad",1,"SMSA",1
"1086",2538,"Professional Services","Other","nonunion",8.365539,60,14.51923,2.916667,37,"male","white","married",18,"college grad",0,"SMSA",0
"1087",2541,"Professional Services","Sales","nonunion",15.48309,45,13.5,4.5,42,"female","white","single",18,"graduated college",0,"SMSA",0
"1088",2544,"Manufacturing","Sales","nonunion",4.827484,40,15.30769,5.833333,36,"female","white","married",15,"not college grad",1,"SMSA",1
"1089",2545,"Manufacturing","Managers/admin","nonunion",32.15846,50,11,2.083333,35,"male","white","married",13,"not college grad",0,"SMSA",0
"1090",2546,"Ag/Forestry/Fisheries","Farmers","nonunion",8.05153,40,18.89744,13.5,38,"female","white","married",16,"college grad",1,"nonSMSA",0
"1091",2548,"Finance/Ins/Real Estate","Managers/admin","nonunion",17.41545,40,15.00641,7.25,35,"male","white","married",16,"college grad",1,"SMSA",1
"1092",2552,"Public Administration","Sales","union",10.45088,40,16.36539,8.333333,38,"female","black","married",17,"college grad",1,"SMSA",1
"1093",2554,"Manufacturing","Professional/technical","nonunion",40.19808,40,15.21154,10.08333,39,"male","black","married",16,"college grad",0,"SMSA",0
"1094",2555,"Professional Services","Sales","nonunion",10.06441,35,15.64744,13.58333,40,"male","black","single",16,"college grad",0,"SMSA",1
"1095",2556,"Professional Services","Sales","nonunion",4.259257,40,11.75,4.75,37,"female","black","married",12,"not college grad",1,"SMSA",0
"1096",2557,"Professional Services","Sales","nonunion",5.579708,40,5.826923,3.833333,40,"female","white","married",12,"not college grad",1,"SMSA",0
"1097",2559,"Transport/Comm/Utility","Sales","union",9.645729,40,17.73718,17.66667,41,"female","black","married",13,"not college grad",1,"SMSA",1
"1098",2560,"Public Administration","Sales","union",5.805152,40,16.17308,1.666667,39,"female","black","married",12,"not college grad",1,"SMSA",1
"1099",2564,"Wholesale/Retail Trade","Professional/technical","nonunion",12.54181,36,18.89102,0.4166667,45,"male","white","single",18,"graduated college",1,"SMSA",0
"1100",2569,"Public Administration","Professional/technical","union",8.075683,35,7.339744,3.416667,43,"male","black","single",16,"college grad",1,"SMSA",1
"1101",2571,"Professional Services","Professional/technical","nonunion",24.00161,40,10.82692,4.916667,40,"male","white","single",18,"college grad",1,"SMSA",1
"1102",2575,"Construction","Operatives","union",6.078904,40,3.333333,3.333333,40,"male","black","single",7,"not college grad",1,"SMSA",1
"1103",2579,"Public Administration","Professional/technical","nonunion",19.74234,40,13.17308,8.583333,37,"male","black","single",18,"college grad",1,"SMSA",1
"1104",2580,"Wholesale/Retail Trade","Sales","nonunion",5.748792,35,4.5,0.3333333,45,"female","white","married",11,"not college grad",1,"SMSA",0
"1105",2582,"Wholesale/Retail Trade","Sales","nonunion",4.830918,40,7.865385,1.5,40,"male","white","married",12,"not college grad",1,"SMSA",0
"1106",2583,"Wholesale/Retail Trade","Managers/admin","nonunion",2.875546,NA,7.903846,0.6666667,40,"male","white","single",12,"not college grad",1,"SMSA",1
"1107",2586,"Public Administration","Professional/technical","nonunion",13.26892,35,18.15385,3.416667,40,"female","black","single",17,"college grad",1,"SMSA",1
"1108",2590,"Manufacturing","Operatives","nonunion",3.301126,40,4.211538,1.916667,45,"female","white","single",10,"not college grad",1,"SMSA",1
"1109",2593,"Wholesale/Retail Trade","Sales","nonunion",4.025765,40,19.75,0.4166667,41,"female","white","married",12,"not college grad",0,"nonSMSA",0
"1110",2594,"Wholesale/Retail Trade","Managers/admin","nonunion",5.233495,20,12.17308,1.5,42,"male","white","married",10,"not college grad",1,"SMSA",0
"1111",2596,"Professional Services","Sales","union",6.400963,40,20.40385,20.33333,42,"male","black","married",12,"not college grad",1,"SMSA",1
"1112",2597,"Professional Services","Sales","nonunion",6.441224,32,14.88462,7.166667,37,"male","black","married",12,"not college grad",1,"SMSA",1
"1113",2598,"Finance/Ins/Real Estate","Managers/admin","nonunion",7.552333,40,14.32692,7.75,35,"male","black","single",14,"not college grad",1,"SMSA",1
"1114",2605,"Personal Services","Sales","nonunion",4.180602,40,11.78205,0.25,44,"female","white","single",14,"not college grad",1,"nonSMSA",0
"1115",2606,"Professional Services","Sales","union",3.961351,25,9.897435,NA,43,"male","white","married",12,"not college grad",0,"SMSA",1
"1116",2607,"Public Administration","Professional/technical","nonunion",6.964568,40,15.8141,3.333333,44,"male","white","married",12,"not college grad",1,"nonSMSA",0
"1117",2608,"Professional Services","Professional/technical","nonunion",10.4515,20,18.05769,13.16667,43,"male","white","married",16,"college grad",1,"SMSA",0
"1118",2610,"Professional Services","Other","nonunion",5.917873,20,6.698718,0,45,"female","white","married",13,"not college grad",1,"SMSA",0
"1119",2611,"Professional Services","Other","union",11.15137,50,16.94231,16.91667,39,"male","black","single",18,"college grad",1,"SMSA",1
"1120",2612,"Professional Services","Professional/technical","nonunion",30.33817,53,10.61539,1.5,35,"female","black","married",18,"college grad",1,"SMSA",1
"1121",2613,"Professional Services","Sales","nonunion",40.74659,38,10.69231,1.5,39,"female","black","married",15,"college grad",1,"SMSA",0
"1122",2615,"Finance/Ins/Real Estate","Managers/admin","nonunion",14.51443,40,15.01282,10,35,"male","black","single",14,"not college grad",0,"SMSA",1
"1123",2617,"Professional Services","Professional/technical","union",2.520128,40,7.666667,3.25,44,"male","black","married",16,"college grad",1,"SMSA",0
"1124",2619,"Wholesale/Retail Trade","Sales","nonunion",2.681159,12,8.615385,2.916667,41,"female","white","single",10,"not college grad",0,"SMSA",1
"1125",2623,"Personal Services","Operatives","union",3.301126,40,11.53846,3.25,41,"female","black","single",9,"not college grad",1,"SMSA",1
"1126",2624,"Personal Services","Operatives","union",3.808373,40,7.50641,6.166667,36,"female","black","single",8,"not college grad",1,"SMSA",1
"1127",2625,"Professional Services","Sales","nonunion",4.025765,20,11.44872,2.416667,44,"female","white","married",12,"not college grad",1,"SMSA",0
"1128",2627,"Professional Services","Sales","nonunion",6.191625,40,7.230769,2.416667,44,"female","white","single",12,"not college grad",1,"SMSA",1
"1129",2628,"Public Administration","Sales","nonunion",7.745568,40,15.80769,9.25,39,"male","white","married",13,"not college grad",1,"SMSA",0
"1130",2636,"Wholesale/Retail Trade","Professional/technical","nonunion",8.05153,50,14.53846,13.5,43,"male","black","married",12,"not college grad",1,"SMSA",0
"1131",2640,"Professional Services","Managers/admin","nonunion",9.355874,48,15.15385,6,41,"male","black","single",13,"college grad",1,"SMSA",0
"1132",2642,"Public Administration","Professional/technical","nonunion",12.77777,40,12.39744,11.33333,37,"male","black","married",14,"not college grad",1,"SMSA",0
"1133",2644,"Public Administration","Professional/technical","nonunion",8.904991,40,16,16,38,"male","black","single",16,"college grad",1,"SMSA",1
"1134",2647,"Professional Services","Laborers","union",5.982284,60,12.25,12.25,40,"female","black","single",11,"not college grad",1,"SMSA",1
"1135",2654,"Manufacturing","Operatives","union",10.59581,38,13.11539,2.666667,35,"male","black","single",12,"not college grad",1,"SMSA",0
"1136",2655,"Construction","Service","nonunion",8.570235,24,4.942307,0.3333333,36,"male","black","single",12,"not college grad",1,"SMSA",0
"1137",2658,"Wholesale/Retail Trade","Clerical/unskilled","nonunion",3.001791,6,0.9166667,0.9166667,36,"male","black","single",12,"not college grad",1,"SMSA",1
"1138",2659,"Transport/Comm/Utility","Operatives","union",11.6103,40,9.923077,9.916667,35,"female","black","single",14,"not college grad",1,"SMSA",1
"1139",2661,"Manufacturing","Sales","union",11.98068,40,5.288462,2,35,"female","black","married",12,"not college grad",0,"SMSA",0
"1140",2662,"Manufacturing","Operatives","nonunion",5.354265,40,14.86539,14.83333,37,"female","black","single",11,"not college grad",1,"SMSA",1
"1141",2663,"Personal Services","Sales","nonunion",4.025765,4,8.038462,1.416667,42,"female","white","married",12,"not college grad",1,"SMSA",0
"1142",2664,"Professional Services","Professional/technical","nonunion",15.48309,45,13.75,6.416667,38,"male","white","single",18,"college grad",0,"SMSA",1
"1143",2666,"Professional Services","Professional/technical","union",6.449271,60,6.711538,3,37,"male","white","married",18,"college grad",1,"nonSMSA",0
"1144",2669,"Professional Services","Managers/admin","nonunion",16.77133,60,18.38462,7.833333,40,"male","white","single",17,"college grad",1,"SMSA",0
"1145",2670,"Professional Services","Professional/technical","union",10.06441,16,13.32692,2.666667,36,"male","white","married",16,"college grad",0,"nonSMSA",0
"1146",2671,"Transport/Comm/Utility","Professional/technical","union",12.11755,46,16.19231,9.666667,39,"male","black","single",18,"college grad",1,"SMSA",0
"1147",2674,"Wholesale/Retail Trade","Managers/admin","nonunion",6.884055,45,17.78846,11.83333,37,"male","white","single",14,"college grad",1,"SMSA",0
"1148",2675,"Public Administration","Professional/technical","nonunion",16.25603,40,18.13461,8.166667,44,"male","white","single",16,"college grad",1,"SMSA",0
"1149",2677,"Business/Repair Svc","Laborers","nonunion",2.787067,15,7.141026,0.4166667,35,"male","black","single",12,"not college grad",1,"SMSA",1
"1150",2678,"Transport/Comm/Utility","Operatives","nonunion",4.428341,30,4.673077,3.166667,41,"female","white","married",9,"not college grad",1,"SMSA",0
"1151",2679,"Finance/Ins/Real Estate","Managers/admin","nonunion",10.18518,38,16.61539,14.58333,44,"male","white","married",12,"not college grad",1,"SMSA",0
"1152",2680,"Professional Services","Laborers","nonunion",12.27858,40,16.15385,15.5,39,"female","white","married",12,"not college grad",1,"SMSA",0
"1153",2681,"Wholesale/Retail Trade","Managers/admin","nonunion",4.389632,50,4.74359,0.75,36,"male","white","single",15,"college grad",1,"SMSA",1
"1154",2685,"Public Administration","Managers/admin","nonunion",8.575592,60,16.12179,7.166667,36,"male","white","married",15,"not college grad",1,"SMSA",1
"1155",2701,"Manufacturing","Sales","nonunion",4.025765,40,17.57692,1.416667,45,"female","white","married",12,"not college grad",0,"SMSA",0
"1156",2704,"Professional Services","Professional/technical","nonunion",9.677936,40,14.73077,2.083333,41,"male","white","married",18,"college grad",1,"SMSA",0
"1157",2707,"Public Administration","Sales","nonunion",7.665055,40,14.69872,14.66667,35,"male","white","married",12,"not college grad",1,"SMSA",1
"1158",2708,"Public Administration","Household workers","union",6.610305,40,16.63461,11.75,40,"female","white","single",12,"not college grad",1,"SMSA",1
"1159",2709,"Public Administration","Professional/technical","nonunion",13.55072,40,16.3782,7.5,37,"male","white","married",13,"not college grad",1,"SMSA",1
"1160",2710,"Professional Services","Laborers","nonunion",5.297905,40,11.28846,5.583333,35,"female","white","married",12,"not college grad",1,"SMSA",1
"1161",2711,"Manufacturing","Operatives","nonunion",6.876001,35,13.29487,12.25,38,"male","white","married",12,"not college grad",1,"SMSA",1
"1162",2712,"Personal Services","Sales","nonunion",4.025765,32,8.442307,0.75,37,"female","white","single",12,"not college grad",1,"SMSA",1
"1163",2713,"Professional Services","Laborers","nonunion",3.10789,25,5.788461,3.25,34,"female","white","married",6,"not college grad",1,"SMSA",1
"1164",2715,"Finance/Ins/Real Estate","Sales","nonunion",5.233495,20,16.17308,3,41,"female","white","married",14,"not college grad",1,"SMSA",1
"1165",2716,"Public Administration","Sales","union",14.00966,42,18.89103,18.83333,39,"male","white","single",17,"college grad",1,"SMSA",1
"1166",2717,"Public Administration","Sales","nonunion",5.990337,40,13.48077,11,37,"female","white","married",12,"not college grad",1,"SMSA",1
"1167",2719,"Professional Services","Sales","nonunion",7.230271,36,18.55769,11.08333,43,"female","white","married",12,"not college grad",1,"nonSMSA",0
"1168",2722,"Public Administration","Managers/admin","union",5.660224,40,9.23718,1.416667,38,"male","white","single",13,"not college grad",1,"SMSA",1
"1169",2723,"Transport/Comm/Utility","Sales","nonunion",4.347824,44,16.58333,10,37,"female","white","single",11,"not college grad",1,"SMSA",1
"1170",2724,"Professional Services","Other","nonunion",10.05636,40,16.86539,16.83333,43,"male","white","single",17,"college grad",1,"SMSA",1
"1171",2725,"Public Administration","Professional/technical","nonunion",9.42834,40,18.03846,4.75,40,"male","white","married",14,"not college grad",1,"SMSA",1
"1172",2730,"Professional Services","Laborers","nonunion",2.697261,15,7.788462,3.333333,39,"female","white","married",12,"not college grad",1,"SMSA",1
"1173",2734,"Construction","Managers/admin","nonunion",11.35266,45,15.41026,7.583333,36,"male","white","married",16,"college grad",1,"SMSA",1
"1174",2735,"Business/Repair Svc","Managers/admin","nonunion",10.63607,38,12.14744,6.333333,34,"male","white","married",17,"college grad",1,"SMSA",1
"1175",2737,"Mining","Sales","nonunion",40.19808,40,12.11539,2.166667,36,"female","white","single",12,"not college grad",0,"SMSA",0
"1176",2739,"Professional Services","Professional/technical","union",4.838968,40,13.5,9.916667,41,"male","black","married",15,"not college grad",1,"SMSA",1
"1177",2741,"Professional Services","Other","nonunion",9.090172,45,14.58333,3.416667,39,"male","black","married",17,"college grad",1,"SMSA",0
"1178",2742,"Business/Repair Svc","Laborers","nonunion",2.801002,18,13.65385,0.3333333,41,"female","black","married",11,"not college grad",1,"SMSA",1
"1179",2743,"Personal Services","Sales","union",3.945248,40,8.185898,7.666667,38,"male","black","single",13,"not college grad",1,"SMSA",1
"1180",2745,"Finance/Ins/Real Estate","Sales","nonunion",6.988722,40,18.59615,14,41,"female","black","married",12,"not college grad",1,"SMSA",1
"1181",2746,"Public Administration","Sales","nonunion",6.441224,40,15.83974,1.416667,36,"female","black","single",12,"not college grad",1,"SMSA",1
"1182",2752,"Professional Services","Sales","nonunion",5.90177,30,14.94231,6.916667,44,"female","white","married",18,"college grad",1,"SMSA",1
"1183",2753,"Public Administration","Managers/admin","nonunion",12.0773,50,18.39103,13.75,38,"male","white","single",18,"college grad",1,"SMSA",1
"1184",2757,"Professional Services","Professional/technical","union",4.339774,38,14.65385,3.666667,36,"male","black","single",12,"not college grad",1,"SMSA",1
"1185",2760,"Construction","Laborers","nonunion",8.05153,2,9.391025,1.333333,34,"female","white","married",12,"not college grad",1,"SMSA",0
"1186",2761,"Wholesale/Retail Trade","Managers/admin","nonunion",9.999998,48,15.65385,2.083333,36,"male","white","single",17,"college grad",1,"SMSA",1
"1187",2762,"Professional Services","Professional/technical","nonunion",7.262477,32,14.36539,1.583333,36,"female","white","single",14,"not college grad",1,"SMSA",1
"1188",2764,"Public Administration","Sales","nonunion",7.584539,24,12.51923,7.5,43,"male","white","married",12,"not college grad",1,"SMSA",1
"1189",2769,"Transport/Comm/Utility","Laborers","nonunion",5.370369,45,3.365385,0.8333333,34,"female","black","single",12,"not college grad",1,"SMSA",1
"1190",2771,"Manufacturing","Sales","nonunion",6.119162,40,13.89103,10.25,39,"female","white","single",12,"not college grad",1,"SMSA",1
"1191",2772,"Personal Services","Craftsmen","nonunion",4.830918,40,10.66026,1.25,37,"female","white","single",11,"not college grad",1,"SMSA",1
"1192",2777,"Wholesale/Retail Trade","Operatives","nonunion",4.307567,40,15.5641,1.666667,37,"female","black","single",12,"not college grad",1,"SMSA",1
"1193",2780,"Manufacturing","Operatives","nonunion",3.301126,40,13.67949,3.75,44,"female","black","single",12,"not college grad",1,"SMSA",1
"1194",2782,"Professional Services","Sales","nonunion",2.4793,15,6.115385,1.083333,39,"female","black","married",16,"college grad",1,"SMSA",1
"1195",2786,"Manufacturing","Operatives","nonunion",7.270531,40,12.07051,11.66667,35,"male","black","married",12,"not college grad",1,"SMSA",1
"1196",2787,"Manufacturing","Professional/technical","nonunion",15.20128,55,17.26923,4.083333,39,"male","white","married",17,"college grad",0,"SMSA",0
"1197",2790,"Transport/Comm/Utility","Sales","union",9.420287,35,18.69231,8.416667,40,"female","white","married",12,"not college grad",1,"SMSA",0
"1198",2792,"Construction","Sales","nonunion",30.19324,10,14.96154,1.333333,43,"female","white","married",16,"college grad",1,"SMSA",0
"1199",2794,"Public Administration","Sales","nonunion",10.19323,40,14.12821,11.58333,36,"female","white","married",16,"college grad",1,"SMSA",0
"1200",2796,"Manufacturing","Sales","nonunion",6.400963,40,19.03846,4.916667,44,"female","white","single",12,"not college grad",1,"nonSMSA",0
"1201",2801,"Professional Services","Other","nonunion",6.924314,40,14.51282,7.833333,37,"male","white","single",17,"college grad",0,"SMSA",0
"1202",2806,"Wholesale/Retail Trade","Managers/admin","nonunion",4.830918,40,9.121796,3.333333,35,"male","white","married",12,"not college grad",1,"nonSMSA",0
"1203",2815,"Professional Services","Other","union",10.21739,50,11.94231,8.833333,36,"female","black","single",17,"college grad",1,"SMSA",0
"1204",2816,"Public Administration","Sales","nonunion",8.856684,40,21.33333,21.33333,39,"female","black","married",12,"not college grad",0,"SMSA",0
"1205",2818,"Professional Services","Sales","union",5.458936,39,10.42308,3.666667,41,"female","black","single",15,"not college grad",0,"SMSA",1
"1206",2820,"Construction","Managers/admin","nonunion",11.75523,40,16.48077,14,35,"male","black","single",12,"not college grad",0,"SMSA",0
"1207",2823,"Professional Services","Other","union",9.597424,50,16.32692,8.916667,39,"female","white","married",18,"college grad",1,"SMSA",1
"1208",2825,"Public Administration","Sales","nonunion",8.148145,38,15.12821,11.08333,40,"female","black","single",14,"not college grad",1,"SMSA",0
"1209",2826,"Manufacturing","Operatives","nonunion",1.867955,40,0.6923077,0.6666667,35,"female","black","married",12,"not college grad",1,"SMSA",0
"1210",2830,"Wholesale/Retail Trade","Laborers","nonunion",3.762542,35,14.13461,0.3333333,38,"female","black","single",12,"not college grad",1,"SMSA",0
"1211",2831,"Business/Repair Svc","Laborers","nonunion",2.697261,40,3.25641,1.833333,37,"female","black","single",8,"not college grad",1,"SMSA",0
"1212",2834,"Entertainment/Rec Svc","Laborers","nonunion",2.697261,35,2.346154,0,37,"female","black","single",12,"not college grad",1,"SMSA",0
"1213",2835,"Professional Services","Professional/technical","nonunion",7.552333,40,17.78846,3.416667,40,"male","black","married",12,"not college grad",1,"SMSA",0
"1214",2845,"Public Administration","Professional/technical","nonunion",7.745568,38,11.63461,3.916667,36,"female","black","single",14,"not college grad",1,"SMSA",1
"1215",2846,"Professional Services","Operatives","nonunion",4.935585,40,9.673077,7.583333,37,"female","black","single",9,"not college grad",1,"SMSA",0
"1216",2848,"Finance/Ins/Real Estate","Managers/admin","nonunion",14.25925,38,17.69231,17.41667,41,"male","black","single",16,"college grad",1,"SMSA",1
"1217",2849,"Wholesale/Retail Trade","Clerical/unskilled","nonunion",2.787067,45,16.75,1.083333,43,"female","white","married",12,"not college grad",1,"SMSA",1
"1218",2853,"Personal Services","Transport","nonunion",4.227053,20,11.61539,1.25,45,"female","black","married",9,"not college grad",1,"SMSA",1
"1219",2857,"Wholesale/Retail Trade","Laborers","nonunion",3.582928,40,17.98077,2.416667,41,"female","black","single",12,"not college grad",1,"SMSA",1
"1220",2858,"Public Administration","Craftsmen","nonunion",6.36876,40,11.28846,2.916667,41,"female","black","single",11,"not college grad",1,"SMSA",0
"1221",2864,"Professional Services","Other","union",11.61835,40,17.98077,15.75,45,"male","black","married",18,"college grad",1,"SMSA",1
"1222",2865,"Professional Services","Sales","nonunion",2.157809,25,7.75,1.666667,38,"female","black","single",12,"not college grad",1,"SMSA",1
"1223",2868,"Professional Services","Sales","nonunion",6.932361,40,14.90385,10.5,34,"female","white","single",14,"not college grad",1,"nonSMSA",0
"1224",2869,"Transport/Comm/Utility","Managers/admin","nonunion",15.09662,40,7.666667,7.666667,35,"male","white","single",16,"college grad",1,"SMSA",1
"1225",2870,"Manufacturing","Operatives","union",3.945248,40,17.01282,3.5,37,"female","black","married",10,"not college grad",1,"SMSA",1
"1226",2872,"Manufacturing","Clerical/unskilled","nonunion",12.04509,45,12.91667,3.833333,35,"female","black","single",18,"college grad",0,"SMSA",1
"1227",2874,"Wholesale/Retail Trade","Laborers","nonunion",3.10789,35,5.423077,3.5,35,"female","black","single",6,"not college grad",1,"SMSA",1
"1228",2875,"Personal Services","Laborers","nonunion",5.636071,40,6.717948,0,34,"female","black","single",7,"not college grad",1,"SMSA",0
"1229",2876,"Wholesale/Retail Trade","Operatives","nonunion",3.526568,52,10.89103,3.416667,44,"female","black","married",8,"not college grad",1,"SMSA",1
"1230",2877,"Manufacturing","Operatives","union",3.929144,40,16.65385,3.5,43,"male","black","married",9,"not college grad",1,"SMSA",1
"1231",2878,"Manufacturing","Operatives","nonunion",6.32045,40,15.09615,3.833333,45,"female","black","single",11,"not college grad",0,"SMSA",0
"1232",2880,"Wholesale/Retail Trade","Laborers","nonunion",2.926421,40,8.564103,2.083333,40,"female","white","married",8,"not college grad",1,"nonSMSA",0
"1233",2886,"Public Administration","Sales","union",10.97423,40,13.36538,9.833333,38,"female","black","married",17,"college grad",1,"SMSA",1
"1234",2892,"Public Administration","Laborers","nonunion",4.798711,40,12.58333,12.58333,35,"female","black","married",12,"not college grad",1,"SMSA",1
"1235",2893,"Professional Services","Other","nonunion",8.904991,40,13.6859,11.58333,36,"female","black","married",18,"college grad",1,"SMSA",1
"1236",2894,"Manufacturing","Operatives","union",5.032206,40,7.634615,3.666667,34,"male","black","single",12,"not college grad",1,"SMSA",1
"1237",2895,"Public Administration","Sales","union",9.388082,38,6.666667,3.166667,42,"female","black","single",12,"not college grad",0,"SMSA",1
"1238",2896,"Manufacturing","Craftsmen","nonunion",11.52979,45,16.16667,16.16667,35,"female","black","married",12,"not college grad",1,"SMSA",1
"1239",2899,"Public Administration","Professional/technical","nonunion",14.10627,45,13.84615,13.5,37,"male","white","married",17,"college grad",1,"SMSA",0
"1240",2900,"Public Administration","Sales","nonunion",7.709994,40,14.71795,13.25,42,"male","white","single",12,"not college grad",1,"SMSA",0
"1241",2901,"Professional Services","Sales","union",4.830918,20,10.92308,9.083333,40,"female","white","single",13,"not college grad",0,"nonSMSA",0
"1242",2904,"Professional Services","Sales","nonunion",5.434783,35,14.94231,2.083333,42,"female","white","married",16,"college grad",1,"nonSMSA",0
"1243",2905,"Business/Repair Svc","Professional/technical","nonunion",17.20612,45,13.90385,8.916667,37,"male","white","married",17,"college grad",0,"SMSA",1
"1244",2908,"Wholesale/Retail Trade","Laborers","nonunion",5.748792,35,16.86539,0.1666667,36,"female","white","single",12,"not college grad",1,"SMSA",0
"1245",2910,"Wholesale/Retail Trade","Sales","nonunion",8.361203,40,14.35256,1.666667,39,"female","white","single",14,"not college grad",0,"nonSMSA",0
"1246",2911,"Public Administration","Professional/technical","nonunion",9.567145,40,14.67949,3.083333,40,"male","white","married",15,"not college grad",0,"SMSA",0
"1247",2912,"Wholesale/Retail Trade","Sales","nonunion",8.856684,25,13.78846,10.41667,37,"male","white","married",12,"not college grad",0,"nonSMSA",0
"1248",2913,"Entertainment/Rec Svc","Sales","nonunion",12.04509,45,13.92308,13.75,36,"female","white","single",13,"not college grad",1,"SMSA",0
"1249",2914,"Finance/Ins/Real Estate","Clerical/unskilled","nonunion",11.0628,35,17.19231,1.583333,41,"male","white","married",12,"not college grad",1,"SMSA",0
"1250",2915,"Public Administration","Professional/technical","nonunion",14.4713,50,15.32692,6.166667,42,"male","white","married",18,"college grad",1,"SMSA",1
"1251",2917,"Professional Services","Professional/technical","union",7.246377,8,9.596154,2.666667,42,"male","white","married",16,"graduated college",1,"SMSA",0
"1252",2918,"Wholesale/Retail Trade","Clerical/unskilled","nonunion",3.938519,10,6.346154,0.5,40,"male","white","married",14,"not college grad",0,"SMSA",0
"1253",2919,"Business/Repair Svc","Sales","nonunion",4.830918,24,7.243589,0.0833333,44,"female","white","married",12,"not college grad",1,"SMSA",1
"1254",2921,"Professional Services","Professional/technical","nonunion",7.745568,40,9.871795,1.75,40,"female","white","married",14,"not college grad",1,"SMSA",0
"1255",2925,"Business/Repair Svc","Sales","nonunion",2.818035,30,5.269231,1.333333,40,"male","black","single",0,"not college grad",1,"SMSA",0
"1256",2927,"Professional Services","Sales","nonunion",6.272401,22,13.41026,7.083333,39,"female","white","married",17,"college grad",0,"SMSA",0
"1257",2932,"Public Administration","Professional/technical","nonunion",12.38325,40,14.25,4.666667,38,"male","white","single",16,"college grad",1,"SMSA",0
"1258",2934,"Professional Services","Managers/admin","union",11.6103,40,17.94872,6.916667,37,"male","white","single",14,"not college grad",0,"SMSA",0
"1259",2936,"Professional Services","Managers/admin","nonunion",10.32206,45,17.63461,7.916667,37,"male","white","single",18,"college grad",0,"SMSA",0
"1260",2939,"Transport/Comm/Utility","Sales","nonunion",11.55395,37,14.67308,10.5,45,"male","white","married",12,"not college grad",1,"SMSA",0
"1261",2940,"Public Administration","Sales","nonunion",12.38325,40,17.11539,6.333333,41,"female","white","married",12,"not college grad",1,"SMSA",0
"1262",2942,"Professional Services","Professional/technical","nonunion",17.34411,32,11.72436,0.3333333,36,"male","white","married",12,"not college grad",1,"SMSA",1
"1263",2943,"Professional Services","Professional/technical","union",8.558774,38,11.83333,11.83333,39,"male","white","single",17,"college grad",1,"nonSMSA",0
"1264",2945,"Wholesale/Retail Trade","Clerical/unskilled","nonunion",3.268919,40,10.96154,2.75,40,"female","white","married",12,"not college grad",1,"nonSMSA",0
"1265",2946,"Personal Services","Laborers","nonunion",4.479214,56,5.647436,1.166667,44,"male","white","married",11,"not college grad",1,"SMSA",0
"1266",2949,"Manufacturing","Operatives","nonunion",4.508855,40,26.03846,16,38,"female","white","married",12,"not college grad",1,"nonSMSA",0
"1267",2951,"Manufacturing","Operatives","union",4.420288,35,7.73718,3.75,34,"male","white","married",12,"not college grad",1,"nonSMSA",0
"1268",2954,"Manufacturing","Operatives","nonunion",4.227053,40,13.80128,12.16667,44,"female","white","married",12,"not college grad",1,"nonSMSA",0
"1269",2955,"Manufacturing","Operatives","nonunion",7.149757,35,12.35256,11.16667,36,"female","white","single",14,"not college grad",1,"nonSMSA",0
"1270",2957,"Wholesale/Retail Trade","Operatives","nonunion",2.415459,70,5.846154,NA,40,"female","white","married",11,"not college grad",1,"nonSMSA",0
"1271",2958,"Professional Services","Laborers","nonunion",4.025765,30,12.44872,1.833333,41,"female","white","married",12,"not college grad",1,"nonSMSA",0
"1272",2960,"Wholesale/Retail Trade","Sales","nonunion",6.360707,40,21.16026,18.5,45,"female","white","married",12,"not college grad",1,"nonSMSA",0
"1273",2967,"Manufacturing","Managers/admin","nonunion",10.83736,40,18.76923,5.916667,45,"male","white","married",13,"not college grad",1,"nonSMSA",0
"1274",2969,"Business/Repair Svc","Professional/technical","nonunion",6.038648,20,13.92308,0.0833333,36,"female","white","married",16,"college grad",1,"SMSA",0
"1275",2971,"Construction","Sales","nonunion",4.895329,44,13.75,2.583333,42,"female","white","single",12,"not college grad",1,"nonSMSA",0
"1276",2972,"Manufacturing","Managers/admin","nonunion",5.217391,40,12.5,6.333333,36,"male","white","married",12,"not college grad",1,"nonSMSA",0
"1277",2973,"Finance/Ins/Real Estate","Managers/admin","nonunion",5.418679,40,13.67949,3.666667,35,"male","white","married",13,"not college grad",1,"nonSMSA",0
"1278",2976,"Manufacturing","Operatives","nonunion",3.220612,40,2.705128,1.25,35,"female","white","single",12,"not college grad",1,"nonSMSA",0
